src trg nij
5905 11440 344
6451 11440 101
9925 11440 67
10079 11440 68
10169 11440 126
10211 11440 158
10218 11440 66
10220 11440 100
10363 11440 111
10607 11440 56
10925 11440 54
10950 11440 80
11064 11440 312
11103 11440 78
11376 11440 74
750 7643 106
1361 7643 227
1692 7643 166
2367 7643 44
3562 7643 52
5977 7643 163
6337 7643 113
2723 14951 91
2926 14951 196
3464 14951 74
11413 14951 36
1130 5237 52
1258 5237 101
2242 5237 38
2572 5237 90
2658 5237 84
3634 5237 38
3644 5237 119
3754 5237 23
4108 5237 52
4139 5237 40
739 6996 7
6053 10969 25
6947 10969 13
9749 10969 17
10442 10969 22
10534 10969 9
10759 10969 24
10854 10969 33
739 11097 7
8574 11097 16
8060 13406 277
8098 13406 227
8816 13406 169
9786 13406 178
11987 13406 322
12117 13406 181
12160 13406 232
12236 13406 666
12277 13406 107
12278 13406 294
12281 13406 181
12284 13406 172
12378 13406 243
12655 13406 275
12685 13406 133
12735 13406 263
12736 13406 172
12742 13406 186
12839 13406 116
12886 13406 121
13334 13406 112
13396 13406 157
1370 13553 2000
4720 13553 909
5007 13553 909
11921 13553 606
11927 13553 294
11946 13553 357
12003 13553 212
12072 13553 161
12152 13553 1250
12198 13553 1428
12206 13553 434
12271 13553 212
12303 13553 555
12323 13553 1000
12329 13553 454
12355 13553 169
12457 13553 186
12684 13553 227
12789 13553 82
12798 13553 117
12838 13553 140
13386 13553 147
13423 13553 90
13460 13553 114
13540 13553 1666
13548 13553 294
1370 13630 2500
5007 13630 1000
7356 13630 44
12072 13630 163
12092 13630 256
12208 13630 625
12228 13630 2000
12270 13630 476
12271 13630 217
12280 13630 126
12303 13630 588
12355 13630 172
12631 13630 263
12684 13630 113
13426 13630 2500
13553 13630 2500
740 5188 95
1580 5188 212
1613 5188 263
1700 5188 57
2378 5188 65
2736 5188 50
4075 5188 96
742 3314 100
1773 3314 50
2166 3314 85
2652 3314 19
1298 14031 90
1653 14031 123
3290 14031 56
4299 14031 68
9566 14031 108
10785 14031 47
12527 14031 128
13744 14031 58
13900 14031 116
13985 14031 93
3841 4522 238
4176 4522 111
4205 4522 114
4212 4522 333
4214 4522 434
4237 4522 151
4286 4522 357
4369 4522 142
4372 4522 81
4379 4522 188
4382 4522 135
4404 4522 92
4413 4522 256
4470 4522 384
4050 15477 21
14400 15477 25
14446 15477 30
14871 15477 188
15176 15477 78
748 4720 40
858 4720 42
1050 4720 36
1549 4720 81
3350 4720 34
3642 4720 46
3975 4720 113
4050 4720 21
4122 4720 22
4137 4720 39
2972 4533 59
4162 4533 111
4278 4533 142
4306 4533 294
4312 4533 181
4317 4533 126
4327 4533 71
4331 4533 60
4370 4533 156
4418 4533 344
4459 4533 172
850 915 215
862 915 322
870 915 97
10024 15234 52
12056 15234 97
12573 15234 769
12968 15234 70
13182 15234 100
13287 15234 128
14264 15234 116
14320 15234 69
14860 15234 35
14867 15234 16
1762 9477 43
7211 9477 34
8063 9477 200
8197 9477 71
8533 9477 56
8543 9477 126
8821 9477 61
8840 9477 70
8887 9477 88
8914 9477 103
760 1597 66
933 1597 169
1032 1597 322
1228 1597 65
1270 1597 303
965 9559 270
3047 9559 200
7961 9559 370
8146 9559 138
8158 9559 149
8427 9559 370
8699 9559 250
8758 9559 196
8790 9559 303
8837 9559 131
8843 9559 157
8913 9559 98
8915 9559 111
9067 9559 208
9449 9559 384
760 11738 67
4030 11738 25
9749 11738 17
10550 11738 34
10707 11738 48
10790 11738 24
10879 11738 36
11381 11738 256
763 5002 54
3755 5002 41
3987 5002 99
4930 5002 588
3987 15309 97
5002 15309 1111
5212 15309 1000
7948 15309 151
9560 15309 333
13132 15309 47
14194 15309 67
5518 13526 476
7519 13526 476
10487 13526 83
11906 13526 333
11928 13526 344
11955 13526 322
11960 13526 833
12044 13526 238
12057 13526 256
12096 13526 526
12164 13526 1250
12175 13526 769
12189 13526 666
12255 13526 1111
12273 13526 625
12278 13526 384
12296 13526 277
12339 13526 476
12340 13526 714
12360 13526 370
12373 13526 238
12663 13526 769
12839 13526 128
12871 13526 84
12886 13526 135
13455 13526 400
13485 13526 161
13489 13526 1111
13504 13526 153
13511 13526 2500
13517 13526 128
7961 9486 344
8195 9486 476
8312 9486 400
8313 9486 384
8324 9486 303
8543 9486 117
8737 9486 109
8860 9486 103
8915 9486 108
9066 9486 312
9075 9486 384
9097 9486 400
9449 9486 357
9471 9486 555
3123 15073 65
10561 15073 52
10730 15073 70
10810 15073 56
10824 15073 123
10849 15073 44
12540 15073 71
12667 15073 47
13955 15073 163
14055 15073 76
14095 15073 86
14194 15073 68
14284 15073 104
14294 15073 200
14318 15073 106
14763 15073 33
14130 15095 51
14139 15095 196
14140 15095 30
15063 15095 312
769 1261 16
1196 1261 43
1749 6841 104
1776 6841 93
1980 6841 18
1994 6841 57
2008 6841 38
2016 6841 45
2089 6841 10
2225 6841 53
2460 6841 149
1045 7069 52
2256 7069 10
2490 7069 28
3180 7069 22
5928 7069 158
1515 7398 32
1913 7398 46
2087 7398 84
3453 7398 59
5722 7398 188
6439 7398 64
6784 7398 204
7962 9535 147
8086 9535 434
8366 9535 109
8605 9535 101
8610 9535 40
8617 9535 78
8623 9535 56
8664 9535 61
8733 9535 40
2696 15192 37
8136 15192 19
10684 15192 35
12533 15192 89
14024 15192 45
14265 15192 47
14636 15192 39
14659 15192 26
14706 15192 48
14767 15192 24
14806 15192 26
15006 15192 18
771 7688 15
6761 7688 37
1379 8700 188
2343 8700 26
3320 8700 163
5312 8700 81
7446 8700 312
7988 8700 166
8103 8700 85
8447 8700 90
8513 8700 39
4294 15149 75
4329 15149 175
4424 15149 54
7126 15149 39
10571 15149 41
10588 15149 59
10610 15149 24
14315 15149 29
14739 15149 52
1282 4445 60
2226 4445 30
4163 4445 204
4191 4445 370
4201 4445 114
4304 4445 80
1630 4880 41
1733 4880 30
2359 4880 25
2422 4880 28
4091 4880 24
1103 7500 44
1696 7500 59
1780 7500 41
2119 7500 39
5946 7500 322
5982 7500 312
6295 7500 51
6317 7500 158
6321 7500 48
7335 7500 37
7355 7500 32
2438 7647 28
3157 7647 61
5259 7647 23
5921 7647 67
6871 7647 52
7503 7647 250
2092 8233 35
2817 8233 43
4188 8233 74
4321 8233 44
7160 8233 31
7227 8233 22
7949 8233 112
2831 9463 217
5803 9463 370
5911 9463 400
6326 9463 204
6636 9463 131
7286 9463 294
7714 9463 416
8039 9463 153
8056 9463 535
8106 9463 238
8118 9463 789
8184 9463 227
8541 9463 168
8699 9463 227
8747 9463 263
8917 9463 238
9054 9463 909
2154 10999 45
4567 10999 277
4915 10999 66
4959 10999 212
5047 10999 400
5238 10999 344
5527 10999 114
9439 10999 114
10016 10999 156
10037 10999 105
10255 10999 222
10258 10999 161
10295 10999 100
10364 10999 149
10716 10999 102
10803 10999 158
10860 10999 85
10914 10999 238
774 6391 79
1249 6391 100
1288 6391 69
1739 6391 49
1994 6391 56
2480 6391 68
2673 6391 96
3431 6391 98
5885 6391 476
2267 9908 51
7950 9908 166
7959 9908 169
8111 9908 256
8709 9908 135
9608 9908 125
9675 9908 833
777 3377 27
1724 3377 17
3777 4520 1250
4201 4520 113
4214 4520 222
4253 4520 625
4400 4520 121
4428 4520 156
958 4538 94
2744 4538 204
3877 4538 135
4192 4538 129
4350 4538 85
4373 4538 48
4385 4538 217
4470 4538 333
1094 5548 250
1537 5548 21
3648 5548 39
3736 5548 45
3945 5548 41
3964 5548 30
4094 5548 21
4103 5548 63
5396 5548 44
2744 8256 217
4538 8256 625
6700 8256 149
7954 8256 105
7979 8256 294
8141 8256 232
8157 8256 250
8182 8256 107
8187 8256 120
8191 8256 270
8232 8256 416
2431 12629 113
2519 12629 39
2730 12629 80
2744 12629 163
2941 12629 250
3077 12629 232
3829 12629 294
4538 12629 322
4959 12629 192
6700 12629 121
8232 12629 256
8256 12629 357
9666 12629 370
9754 12629 322
779 5043 59
4777 5043 476
780 4193 17
1705 4193 21
3550 4193 19
4098 4193 37
841 4596 109
1898 4596 72
3641 4596 40
3777 4596 500
4379 4596 85
4387 4596 131
4441 4596 476
4442 4596 285
4520 4596 526
4527 4596 476
4560 4596 322
6476 11154 250
8530 11154 63
8853 11154 64
8919 11154 243
10019 11154 57
10147 11154 75
10301 11154 104
10348 11154 79
1355 12077 44
4044 12077 41
4907 12077 31
5081 12077 82
5316 12077 74
5502 12077 48
5658 12077 79
8602 12077 48
8901 12077 58
10513 12077 50
11000 12077 39
11448 12077 44
12069 12077 113
1637 15482 357
4574 15482 147
13383 15482 833
14125 15482 101
14129 15482 136
14270 15482 77
14279 15482 190
14347 15482 135
14367 15482 116
14408 15482 37
14663 15482 84
14672 15482 97
14847 15482 26
14901 15482 833
15199 15482 714
781 972 30
2767 15659 555
14033 15659 48
14131 15659 92
14338 15659 454
14499 15659 37
14580 15659 88
14656 15659 59
14702 15659 131
14823 15659 22
14848 15659 56
15220 15659 200
15516 15659 79
3529 11834 67
8049 11834 108
8149 11834 113
8623 11834 56
8632 11834 81
10050 11834 87
10297 11834 106
10515 11834 52
10778 11834 60
10905 11834 263
10963 11834 37
11067 11834 83
11070 11834 62
11399 11834 46
11600 11834 67
787 2035 17
3801 14905 555
3844 14905 256
3856 14905 500
4249 14905 333
4390 14905 363
4442 14905 312
4466 14905 434
4487 14905 384
4500 14905 555
4504 14905 227
4541 14905 204
4547 14905 555
4618 14905 178
4662 14905 322
4667 14905 869
4675 14905 222
5301 14905 188
7253 14905 111
8491 14905 153
9077 14905 500
9430 14905 454
9738 14905 172
9763 14905 714
11118 14905 86
11780 14905 105
12538 14905 227
12550 14905 434
12585 14905 416
13279 14905 120
14094 14905 196
14179 14905 208
14326 14905 175
14368 14905 227
14881 14905 416
1783 4286 90
3826 4286 91
3842 4286 227
4162 4286 202
4179 4286 147
4212 4286 434
4214 4286 156
4221 4286 163
4226 4286 188
4242 4286 112
4248 4286 185
4267 4286 158
789 1851 11
1499 1851 35
1765 1851 9
1820 1851 19
1841 1851 21
1206 5047 156
2154 5047 47
2459 5047 454
3216 5047 45
3972 5047 89
4036 5047 37
4915 5047 70
4959 5047 256
5029 5047 434
789 13435 11
12439 13435 46
3204 15795 51
5631 15795 169
8784 15795 108
10355 15795 64
11066 15795 47
11360 15795 28
12732 15795 48
13132 15795 44
13699 15795 51
14588 15795 25
14731 15795 45
14986 15795 72
15078 15795 434
15416 15795 175
15614 15795 128
15635 15795 6
849 6022 86
1668 6022 38
1837 6022 37
2375 6022 26
3699 6022 38
4158 6022 30
4771 6022 232
5513 6022 34
2680 8316 144
5289 8316 38
6531 8316 200
8163 8316 66
8188 8316 270
8223 8316 97
8279 8316 63
8283 8316 151
1381 8891 149
2970 8891 181
5042 8891 95
5350 8891 45
6626 8891 161
7311 8891 48
7353 8891 68
8076 8891 208
8158 8891 126
8393 8891 113
8549 8891 156
8690 8891 85
8710 8891 125
8730 8891 149
8763 8891 188
8844 8891 69
8859 8891 103
8871 8891 72
4771 11385 222
6022 11385 303
6390 11385 166
6411 11385 35
6830 11385 121
6929 11385 53
8605 11385 89
10016 11385 153
10232 11385 133
10376 11385 208
11083 11385 555
11277 11385 111
1448 3829 28
1671 3829 81
2541 3829 18
3705 3829 33
3822 3829 333
792 4543 15
1961 4543 10
2275 4543 29
4167 4543 63
792 4792 15
3650 4792 37
3752 4792 16
3958 4792 40
4038 4792 12
1294 5873 188
1688 5873 126
1889 5873 36
2337 5873 24
2390 5873 34
2524 5873 66
2558 5873 35
3443 5873 44
1247 11449 188
4845 11449 384
4885 11449 147
5527 11449 128
5647 11449 135
5655 11449 76
5760 11449 113
6133 11449 384
8957 11449 99
10123 11449 196
10397 11449 232
11059 11449 1250
11304 11449 56
2658 13796 91
4916 13796 37
5480 13796 77
5946 13796 454
7241 13796 95
10273 13796 98
11940 13796 89
12427 13796 56
12428 13796 23
12462 13796 31
12813 13796 47
1177 15392 67
5711 15392 138
5748 15392 93
6087 15392 47
11249 15392 60
12434 15392 32
12608 15392 294
12824 15392 36
14001 15392 85
14022 15392 66
14044 15392 87
14105 15392 112
14188 15392 119
14279 15392 81
14311 15392 123
14835 15392 65
15198 15392 116
15332 15392 285
3778 15608 333
3822 15608 294
4175 15608 294
4481 15608 454
4510 15608 294
4564 15608 370
4607 15608 169
7243 15608 213
12544 15608 112
12619 15608 204
14126 15608 109
14212 15608 238
14237 15608 119
14275 15608 168
14342 15608 270
14672 15608 90
14711 15608 141
15098 15608 238
15181 15608 163
15377 15608 175
15445 15608 212
15492 15608 78
15510 15608 117
15513 15608 112
15541 15608 111
15548 15608 102
15569 15608 40
15589 15608 163
15600 15608 208
796 6125 42
2454 6125 11
5778 6125 44
797 11601 73
1120 11601 204
5377 11601 47
5456 11601 40
5497 11601 46
8776 11601 103
10619 11601 44
1409 9496 500
3498 9496 1111
8154 9496 161
8188 9496 357
8262 9496 151
8328 9496 312
8435 9496 153
8522 9496 87
8734 9496 123
8750 9496 212
8881 9496 109
2166 9869 85
2744 9869 250
3109 9869 217
5836 9869 270
8051 9869 555
8081 9869 243
8331 9869 714
8695 9869 178
8701 9869 108
8752 9869 102
8799 9869 105
9585 9869 909
9787 9869 133
802 7616 312
6151 7616 33
4170 4481 125
4188 4481 78
4215 4481 192
4328 4481 172
4432 4481 714
1196 8419 45
2342 8419 10
6668 8916 142
6735 8916 208
7940 8916 133
8056 8916 140
8158 8916 119
8160 8916 188
8166 8916 147
8231 8916 178
8248 8916 178
8287 8916 125
8322 8916 270
8428 8916 133
8706 8916 217
8904 8916 87
8913 8916 84
4304 9763 81
8420 9763 17
3463 13596 270
4144 13596 84
5597 13596 151
5600 13596 322
8481 13596 105
11911 13596 238
11926 13596 277
11929 13596 120
11996 13596 200
12013 13596 285
12021 13596 208
12082 13596 270
12102 13596 285
12143 13596 454
12201 13596 156
12347 13596 125
12373 13596 192
12705 13596 135
12721 13596 73
12798 13596 105
12818 13596 95
12858 13596 95
12875 13596 61
12879 13596 56
13488 13596 74
13496 13596 93
13515 13596 277
13530 13596 526
1712 15252 181
3929 15252 84
4834 15252 96
4993 15252 172
5059 15252 67
5441 15252 48
5460 15252 80
5687 15252 185
8252 15252 303
8372 15252 312
12995 15252 60
14091 15252 84
14121 15252 82
14682 15252 42
14861 15252 54
4709 14936 434
8062 14936 54
14041 14936 125
6512 15136 125
12631 15136 227
14285 15136 98
14313 15136 161
14337 15136 158
14364 15136 102
14390 15136 80
14658 15136 128
14674 15136 82
14801 15136 120
14872 15136 163
14878 15136 312
14923 15136 909
15003 15136 69
3683 13451 102
5743 13451 172
6790 13451 181
10714 13451 90
11912 13451 102
11975 13451 135
12056 13451 97
12097 13451 117
12099 13451 111
12110 13451 178
12153 13451 142
12171 13451 81
12335 13451 151
12655 13451 185
12677 13451 76
12735 13451 277
12739 13451 111
12761 13451 121
12779 13451 80
12815 13451 36
12843 13451 42
12857 13451 58
12875 13451 62
7992 9856 270
8029 9856 100
8177 9856 303
8668 9856 62
8690 9856 103
9499 9856 142
1002 5067 80
1670 5067 31
1752 5067 51
3930 5067 22
4072 5067 21
4136 5067 49
4156 13403 6
12504 13403 17
12728 13403 54
1957 14530 33
3469 14530 87
3983 14530 41
6058 14530 44
12883 14530 192
13055 14530 16
13743 14530 10
13750 14530 27
13774 14530 9
2197 3875 27
2963 3875 32
3820 3875 147
3865 3875 162
1830 4241 119
2367 4241 39
3841 4241 149
4164 4241 75
4171 4241 133
4173 4241 102
4181 4241 101
2729 15152 46
2963 15152 33
3650 15152 38
5632 15152 212
5731 15152 76
12503 15152 36
812 12549 20
1731 12549 33
5454 12549 21
10786 12549 7
10851 12549 19
12441 12549 16
2731 15344 714
3089 15344 227
3332 15344 588
8159 15344 277
14097 15344 107
14322 15344 166
975 9707 129
2050 9707 625
2752 9707 99
3546 9707 250
4392 9707 107
5589 9707 88
6755 9707 303
7256 9707 72
7365 9707 131
7964 9707 294
8368 9707 294
8495 9707 55
4398 11019 204
10015 11019 65
10348 11019 81
10620 11019 36
10832 11019 63
814 3764 19
870 4951 97
1049 4951 153
1259 4951 217
1503 4951 384
1521 4951 588
1721 4951 123
3665 4951 39
4090 4951 38
4872 4951 303
815 5587 26
1257 5587 14
1649 5587 56
3623 5587 20
820 9528 65
1538 9528 222
3438 9528 106
4506 9528 625
4565 9528 71
5474 9528 158
6871 9528 52
6887 9528 83
4574 12566 166
6829 12566 117
8245 12566 188
8799 12566 105
12550 12566 909
2842 12316 129
2984 12316 67
3567 12316 109
3903 12316 74
4838 12316 263
6811 12316 196
11935 12316 263
11972 12316 227
12033 12316 48
12111 12316 61
12182 12316 75
12186 12316 270
12215 12316 370
12230 12316 555
826 11820 88
5874 11820 89
6591 11820 136
9997 11820 106
10039 11820 96
10079 11820 64
10108 11820 352
10174 11820 107
10229 11820 156
10239 11820 106
10340 11820 266
10401 11820 169
10599 11820 120
10741 11820 133
10797 11820 172
10856 11820 96
11132 11820 270
11289 11820 83
11437 11820 136
11461 11820 114
11535 11820 105
11545 11820 157
11563 11820 106
11633 11820 53
11657 11820 151
11768 11820 136
11804 11820 66
11816 11820 111
828 7019 200
1849 7019 23
1877 7019 158
2121 7019 109
2160 7019 20
2560 7019 46
2900 7019 98
3640 7019 31
5135 7019 44
6517 7019 133
6929 7019 52
6944 7019 54
832 13533 156
1102 13533 666
1395 13533 1111
11958 13533 350
12144 13533 212
12333 13533 135
12339 13533 476
12382 13533 232
12683 13533 93
12853 13533 72
13409 13533 1666
13454 13533 47
841 1430 131
843 1695 163
1119 1695 117
1130 1695 54
1201 1695 47
1372 1695 84
1609 1695 35
843 5153 175
997 5153 222
2083 5153 44
4878 5153 344
5008 5153 714
845 4776 200
912 4776 909
3938 4776 47
3987 4776 100
4058 4776 57
4764 4776 555
847 9478 357
8286 9478 500
8617 9478 75
848 1541 119
848 7517 117
944 7517 909
1895 7517 59
5824 7517 20
6295 7517 54
6832 7517 285
850 4840 109
3908 4840 19
3910 4840 68
3983 4840 40
4016 4840 434
4143 4840 24
965 6127 285
1010 6127 68
1146 6127 112
1334 6127 126
5537 6127 104
5792 6127 666
6017 6127 270
6073 6127 555
854 1222 10
970 1222 32
854 1408 10
1140 1408 28
854 3761 10
1677 3761 13
3845 4354 126
4205 4354 165
4213 4354 104
4229 4354 161
4247 4354 112
4284 4354 108
4290 4354 91
4307 4354 77
4316 4354 90
4350 4354 136
4352 4354 71
1858 4493 30
4204 4493 48
4316 4493 52
4325 4493 67
4349 4493 66
4360 4493 41
4378 4493 65
4389 4493 54
1732 5866 13
1980 5866 18
2250 5866 32
2349 5866 95
2398 5866 20
2736 5866 49
4049 5866 13
4321 10912 45
7250 10912 86
9975 10912 180
10335 10912 39
10339 10912 74
10536 10912 21
10684 10912 35
10688 10912 23
10773 10912 53
10787 10912 38
2744 11098 208
8685 11098 74
9626 11098 454
10739 11098 93
10768 11098 78
10776 11098 114
10832 11098 60
10910 11098 1111
2697 15559 147
3588 15559 555
9679 15559 666
11310 15559 588
12539 15559 571
12587 15559 144
12638 15559 625
13221 15559 73
13929 15559 135
14172 15559 277
14242 15559 344
14247 15559 204
14362 15559 263
14694 15559 153
14734 15559 105
14803 15559 111
15158 15559 158
15275 15559 434
15397 15559 123
15414 15559 370
15467 15559 454
15471 15559 285
15499 15559 54
15550 15559 217
15553 15559 89
855 9077 588
2106 9077 175
5932 9077 588
6001 9077 454
6850 9077 126
8192 9077 222
858 951 43
886 5162 81
1049 5162 158
1462 5162 277
1508 5162 86
1560 5162 163
4144 5162 85
4872 5162 1034
4879 5162 161
4987 5162 250
5122 5162 303
858 7692 43
4201 7692 113
7137 7692 14
858 11075 43
8556 11075 27
10135 11075 43
10587 11075 82
10807 11075 18
1071 11339 434
3670 11339 70
8355 11339 74
8882 11339 76
9442 11339 434
10016 11339 196
10114 11339 238
10315 11339 476
10644 11339 48
10739 11339 98
10973 11339 66
861 9058 312
2165 9058 17
2519 9058 42
2655 9058 77
3671 9058 25
8784 9058 131
867 7293 178
2308 7293 9
868 1680 208
881 1680 120
1177 1680 77
1291 1680 384
1342 1680 370
1507 1680 277
871 9581 88
8020 9581 333
9444 9581 163
874 9294 144
6724 9294 149
8492 9294 94
8557 9294 64
8560 9294 21
977 9801 434
8069 9801 98
8510 9801 48
8523 9801 66
8768 9801 90
8901 9801 81
8917 9801 133
9765 9801 64
879 5220 85
2000 5220 84
7388 14893 78
12546 14893 2000
14235 14893 714
14581 14893 93
881 1212 103
1020 1212 104
1169 1212 196
881 9545 114
6509 9545 17
8031 9545 35
8052 9545 169
8062 9545 53
8559 9545 50
8564 9545 36
8618 9545 58
8707 9545 37
8783 9545 61
8864 9545 39
3573 6854 120
3676 6854 37
5813 6854 243
6093 6854 227
3893 9517 61
4141 9517 108
4256 9517 113
5672 9517 108
6129 9517 476
7327 9517 370
7352 9517 89
7571 9517 277
7661 9517 91
7987 9517 178
8153 9517 129
8383 9517 294
9451 9517 333
3985 11323 96
4149 11323 72
5093 11323 92
5239 11323 75
9553 11323 212
9944 11323 76
10105 11323 188
10175 11323 270
10264 11323 53
10317 11323 68
10584 11323 60
10707 11323 47
11118 11323 86
11163 11323 48
4710 13559 1000
4880 13559 714
4915 13559 72
11979 13559 400
12656 13559 140
12778 13559 144
12847 13559 67
12865 13559 41
13415 13559 555
13484 13559 62
6451 14873 128
7556 14873 55
13934 14873 158
14036 14873 59
14280 14873 192
14303 14873 79
14324 14873 294
14678 14873 44
14734 14873 117
14764 14873 31
886 3325 89
886 8186 84
3325 8186 1250
5885 8186 588
6105 8186 322
6229 8186 833
8053 8186 98
3325 11737 5000
5885 11737 909
6229 11737 1666
8186 11737 1111
8800 11737 303
10364 11737 192
11614 11737 120
11698 11737 434
886 13512 82
1027 13512 69
1128 13512 250
1720 13512 131
12517 13512 40
12982 13512 32
13019 13512 53
13088 13512 31
13097 13512 28
13233 13512 54
13284 13512 33
13356 13512 89
886 15732 84
889 15732 714
10615 15732 21
13190 15732 23
13877 15732 15
890 1447 42
932 1447 74
988 1447 19
9386 13802 277
11977 13802 1250
11983 13802 454
12013 13802 303
12040 13802 212
12092 13802 425
12115 13802 461
12167 13802 1111
12173 13802 217
12192 13802 333
12308 13802 217
12313 13802 312
12334 13802 526
12369 13802 476
12378 13802 500
12389 13802 526
12653 13802 243
12689 13802 204
12696 13802 204
12705 13802 281
12712 13802 307
12718 13802 350
12735 13802 263
12882 13802 128
13103 13802 188
13387 13802 476
13399 13802 171
13449 13802 588
13468 13802 476
13478 13802 714
13483 13802 769
13485 13802 142
13490 13802 232
13493 13802 322
13498 13802 217
13529 13802 138
13549 13802 769
13558 13802 357
13563 13802 625
13574 13802 714
13633 13802 294
13799 13802 600
898 9558 476
1071 9558 322
7784 9558 666
8268 9558 116
8274 9558 277
8287 9558 151
8333 9558 208
8339 9558 285
8366 9558 102
8471 9558 111
8609 9558 50
8699 9558 232
8832 9558 68
8908 9558 153
8914 9558 96
9459 9558 416
900 1337 68
1027 1337 73
903 13521 454
1259 13521 285
11592 13521 140
11900 13521 227
11941 13521 400
11987 13521 434
11996 13521 250
11998 13521 588
12052 13521 444
12060 13521 172
12078 13521 169
12144 13521 212
12704 13521 161
12881 13521 149
12934 13521 131
13357 13521 107
13396 13521 83
13479 13521 3333
13498 13521 263
13506 13521 833
910 1277 217
1135 1277 212
1142 1277 333
1158 1277 151
912 4822 769
3987 4822 98
4058 4822 57
4764 4822 500
4776 4822 1428
912 4861 625
913 1115 277
914 1518 526
1119 1518 128
1138 1518 136
1448 1518 29
914 15251 555
7155 15251 48
8196 15251 294
13905 15251 100
13934 15251 163
13980 15251 104
14036 15251 60
14164 15251 50
916 1217 625
1142 1217 312
918 5889 53
2589 5889 41
3813 5889 526
4610 5889 175
918 8206 53
3104 8206 94
3138 8206 37
8019 8206 333
8096 8206 116
8154 8206 149
8189 8206 625
8019 9456 370
8096 9456 120
8154 9456 156
8189 9456 769
8206 9456 1000
8252 9456 357
8408 9456 192
8549 9456 212
8710 9456 158
8720 9456 166
8739 9456 208
8912 9456 204
918 10962 51
9148 10962 34
10014 10962 63
10313 10962 39
10399 10962 116
10588 10962 55
10600 10962 24
10616 10962 25
10809 10962 20
10810 10962 52
8887 11155 88
9451 11155 454
10016 11155 192
10178 11155 144
10183 11155 333
10198 11155 270
10321 11155 454
10338 11155 81
10657 11155 256
10739 11155 196
10815 11155 61
10989 11155 400
8019 14922 370
8189 14922 769
8206 14922 1000
8252 14922 357
8549 14922 212
8720 14922 166
8739 14922 208
8912 14922 204
9456 14922 1428
9503 14922 1428
9555 14922 256
9611 14922 434
9822 14922 500
13809 14922 47
14920 14922 93
921 9891 188
1131 9891 68
1188 9891 294
2599 9891 51
5602 9891 217
8110 9891 181
8202 9891 113
8243 9891 166
8355 9891 73
8460 9891 86
8493 9891 140
8623 9891 56
8721 9891 117
8769 9891 86
8845 9891 68
9105 9891 39
921 11123 196
1188 11123 312
5602 11123 227
8110 11123 188
8202 11123 116
8493 11123 144
8721 11123 120
9891 11123 1428
9967 11123 96
10238 11123 434
10385 11123 151
10389 11123 129
10522 11123 99
10808 11123 70
10849 11123 88
10857 11123 49
10917 11123 333
10996 11123 175
11004 11123 136
921 11634 178
1188 11634 270
5602 11634 204
8110 11634 172
8202 11634 109
8493 11634 135
9891 11634 833
10130 11634 196
10238 11634 357
10385 11634 140
10522 11634 94
10917 11634 285
10996 11634 161
11004 11634 128
11123 11634 1000
11451 11634 416
11500 11634 105
11512 11634 333
11530 11634 222
11543 11634 454
11571 11634 83
1188 11822 250
1375 11822 500
5602 11822 192
8202 11822 106
9891 11822 666
10238 11822 322
10385 11822 135
10397 11822 217
10522 11822 91
10791 11822 100
10917 11822 263
10996 11822 153
11004 11822 123
11123 11822 769
11289 11822 102
11451 11822 370
11500 11822 102
11512 11822 303
11530 11822 208
11571 11822 81
11634 11822 555
11668 11822 344
11692 11822 714
11807 11822 294
11816 11822 147
1188 11859 312
5602 11859 227
10238 11859 434
10385 11859 151
10522 11859 99
10917 11859 333
10996 11859 175
11004 11859 136
11123 11859 2000
11289 11859 111
11500 11859 111
11512 11859 400
11530 11859 250
11543 11859 588
11634 11859 1000
11668 11859 476
11692 11859 1666
11807 11859 384
11816 11859 166
11822 11859 769
926 5697 256
3960 5697 119
4010 5697 80
4062 5697 40
4071 5697 29
4142 5697 22
4768 5697 20
5259 5697 23
5484 5697 55
928 13623 113
3981 13623 53
4733 13623 312
4894 13623 256
5318 13623 58
5329 13623 78
11249 13623 70
12739 13623 121
13084 13623 71
13128 13623 23
13234 13623 35
1177 13470 77
11902 13470 384
11984 13470 161
12049 13470 212
12097 13470 121
12237 13470 256
12286 13470 75
12331 13470 370
12595 13470 131
12690 13470 116
12826 13470 212
13367 13470 57
5584 12310 200
5754 12310 65
6527 12310 64
6528 12310 123
7274 12310 285
10707 12310 47
11989 12310 200
12059 12310 53
12078 12310 147
12205 12310 500
12237 12310 222
12301 12310 51
12308 12310 106
937 15341 142
12569 15341 476
13881 15341 588
13980 15341 105
14149 15341 158
14182 15341 76
14186 15341 277
14198 15341 322
14680 15341 76
14690 15341 64
14711 15341 79
14726 15341 72
14836 15341 39
14879 15341 55
938 1438 333
1140 1438 29
1284 1438 188
5340 13547 181
7372 13547 277
12115 13547 166
12195 13547 86
12208 13547 555
12299 13547 714
12675 13547 46
946 950 1538
946 1449 3333
950 1449 833
946 1681 6666
950 1681 1666
1449 1681 5000
947 12251 526
12013 12251 384
954 1432 1666
8119 15509 277
8519 15509 67
8651 15509 178
8784 15509 120
8892 15509 109
8901 15509 75
10069 15509 163
10232 15509 142
10606 15509 86
10791 15509 98
13667 15509 64
13761 15509 41
13945 15509 56
13947 15509 47
13970 15509 185
14000 15509 105
14092 15509 100
14217 15509 98
14234 15509 36
14276 15509 208
14287 15509 217
